
#S 84  LISAKscan2 energy Edge Tint dPoint iMach
#D Sat Jun 08 18:07:28 2024
#T 2  (Seconds)
#G0 0
#G1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#G3 0 0 0 0 0 0 0 0 0
#G4 0
#Q 
#P0  11.199983 10.170212 8.5778827 0 -3.395 5.395125 1.0641
#P1 61.064425 62.1285 30 2 -4.395 67.999998 23.999999 1443.3495
#P2 49.150794 -0.33209877 0.32 0.17777778 54 60.000028 13.4 -12.5
#P3 101.7 50.479531 131.35 44.999997 0.01 -1 -10 74
#P4 0 300 300 -38.799855 7.6197105 
#UMI0     Current AutoM      Shutter    
#UMI1      199.34    ON     FE open     
#UMI2 Refill in 3153 sec, Fill Mode: 7/8 multibunch / Message: Jun  8 18:01 Delivery:Next Refill at 19:00; 
#N 44
#L energy    Epoch  ebragg  epitch  srcur  I0_eh2  I1_eh2  IX_eh2  IR_eh2  c8  VPOS_enc  HPOS2_enc  RBENCH_enc  EBENCH_enc  ROT_enc  HPOS1_enc  fluo01  fluo02  fluo03  fluo04  fluo05  fluo06  fluo07  fluo08  fluo09  fluo10  fluo11  fluo12  fluo13  I0_eh1  I1_eh1  IX_eh1  c9  volt1  volt2  sdd  ebraggc  e1pv  e1sp  e1op  e1wsp  Oxford503  Seconds  Seconds
11.129496  210044.854 8416379 38100307 198.52039 243232 93952 58006 0 0 -17820 -5703 -15005 147056 -76 -2354 268651.32 577758.49 316336.81 0 516893.45 527491.35 555453.47 532674.63 529657.42 273876.54 592622.76 339005.83 0 42439 0 2000027 0 0.012207404 -0.0048829615 0 8416387.2 0 0 0 0 0 2.000001 2.000001
11.13001  210048.090 8415985 38100307 198.51197 243204 94098 58955 0 0 -17820 -5703 -15005 147056 -76 -2354 268355.41 576948.57 314809.71 0 513085.68 525347.43 554010.2 530880.49 527232.25 300511.7 586813.57 337531.41 0 42445 0 2000027 0 0.0073244423 -0.0048829615 0 8415993.3 0 0 0 0 0 2.000001 2.000001
11.130482  210051.286 8415604 38100307 198.50753 243186 94219 59698 0 0 -17820 -5703 -15005 147056 -76 -2354 264450.68 572333.95 313407.86 0 507996.91 521909.81 548330.61 527912.4 523827.63 298591.72 587056.87 335479.28 0 42444 0 2000028 0 0.0073244423 -0.0048829615 0 8415611.9 0 0 0 0 0 2.000001 2.000001
11.130996  210054.535 8415228 38100307 198.49771 243165 94343 60434 0 0 -17820 -5703 -15005 147056 -76 -2354 262814.79 569518.11 311537.52 0 507359.04 519703.48 547489.09 527050.04 520186.23 294465.26 583133.93 333245.37 0 42441 0 2000027 0 0.0073244423 -0.0048829615 0 8415235.4 0 0 0 0 0 2.000001 2.000001
11.131511  210057.783 8414872 38100308 198.49321 243150 94447 61198 0 0 -17820 -5703 -15005 147056 -76 -2354 268555.4 569783.94 309220.4 0 507056.72 520185.26 545132.1 524692.58 523793.28 294276.79 579990.18 334026.26 0 42433 0 2000027 0 0.0073244423 -0.0048829615 0 8414880 0 0 0 0 0 2.000001 2.000001
11.131982  210061.004 8414516 38100307 198.48462 243140 94516 61616 0 0 -17820 -5703 -15005 147056 -76 -2354 260094.36 566616.86 309857.44 0 502209.9 516366.48 542671.57 523401.17 519068.63 294828.22 580557.81 330555.8 0 42426 0 2000027 0 0.0073244423 -0.0048829615 0 8414524.3 0 0 0 0 0 2.000001 2.000001
11.132497  210064.231 8414088 38100307 198.47522 243110 94559 61776 0 0 -17820 -5703 -15005 147056 -76 -2354 259158.16 565574.13 309986.32 0 501870.53 516448.03 541864.1 522338.8 519503.49 295102.39 581367.3 330419.7 0 42418 0 2000027 0 0.0073244423 -0.0048829615 0 8414096.6 0 0 0 0 0 2.000001 2.000001
11.133012  210067.440 8413702 38100307 198.46988 243086 94595 61670 0 0 -17820 -5703 -15005 147056 -76 -2354 270228.95 567532.75 310146.28 0 505120.55 520153.04 544321.57 521703.05 520852.16 293519.6 579668.05 333138.56 0 42415 0 2000027 0 0.0073244423 -0.0048829615 0 8413710 0 0 0 0 0 2.000001 2.000001
11.134084  210070.750 8412931 38100308 198.46166 243067 94574 61106 0 0 -17820 -5703 -15005 147056 -76 -2354 266976.54 570473.17 310450.66 0 507551.39 520545.85 545062.39 521533.54 522320.34 277784.7 581582.41 333425.88 0 42407 0 2000027 0 0.0073244423 -0.0048829615 0 8412937.8 0 0 0 0 0 2.000001 2.000001
11.135157  210074.049 8412114 38100308 198.45264 243032 94530 60605 0 0 -17820 -5703 -15005 147056 -76 -2354 265929.77 572920.82 311592.91 0 508216.46 522087.43 547908.16 525700.21 521109.64 274325.59 583280.85 335243.56 0 42400 0 2000027 0 0.012207404 -0.0048829615 0 8412120 0 0 0 0 0 2.000001 2.000001
11.136272  210077.318 8411338 38100307 198.44742 243000 94515 60408 0 0 -17820 -5703 -15005 147056 -76 -2354 269282.86 574691.96 313790.78 0 511329.11 523383.29 550573.12 529607.59 527386.06 296763.55 588517.66 338001.85 0 42389 0 2000027 0 0.0073244423 -0.0048829615 0 8411345.2 0 0 0 0 0 2.000001 2.000001
11.137431  210080.601 8410461 38100307 198.43821 242924 94502 60222 0 0 -17820 -5703 -15005 147056 -76 -2354 265999.42 574595.66 315415.09 0 512814.01 524965.09 551564.11 530563.85 526145.15 298194.8 588569.22 337527.53 0 42376 0 2000027 0 0.012207404 -0.0048829615 0 8410467.3 0 0 0 0 0 2.000001 2.000001
11.13859  210083.880 8409637 38100307 198.43402 242856 94503 60114 0 0 -17820 -5703 -15005 147056 -76 -2354 270046.63 574341.3 315889.54 0 512077.43 523696.35 552366.15 531971.35 528588.56 298011.64 589806.53 338389.16 0 42367 0 2000027 0 0.0073244423 -0.0048829615 0 8409644.6 0 0 0 0 0 2.000001 2.000001
11.13975  210087.191 8408759 38100308 198.42451 242725 94528 60133 0 0 -17820 -5703 -15005 147056 -76 -2354 267471.12 576649.4 316410.82 0 513990.36 524871.22 552332.75 531060.12 528447.4 301113.77 589030.75 338849.87 0 42343 0 2000027 0 0.0073244423 -0.0048829615 0 8408765.6 0 0 0 0 0 2.000001 2.000001
11.140952  210090.488 8407858 38100307 198.4153 241591 94138 59975 0 0 -17820 -5703 -15005 147056 -76 -2354 265198.73 574670.68 313417.79 0 510086.27 523895.41 551774.69 529215.93 524262.59 299545.14 587325.73 336719.46 0 42160 0 2000026 0 0.0073244423 -0.0048829615 0 8407865.3 0 0 0 0 0 2.000001 2.000001
11.142155  210093.763 8406982 38100308 198.41048 241447 94180 60051 0 0 -17820 -5703 -15005 147056 -76 -2354 266832.55 573810.9 313474.16 0 510592.35 523560.35 549437.79 530309.96 525598.01 281563.36 587992.97 337924.11 0 42135 0 2000027 0 0.0073244423 -0.0048829615 0 8406988.8 0 0 0 0 0 2.000001 2.000001
11.143401  210097.047 8406046 38100308 198.4017 242753 94789 60619 0 0 -17820 -5703 -15005 147056 -76 -2354 272832.5 574384.52 315733.15 0 515568.86 524919.61 552342.68 533572.77 527912.94 299812.96 588307.47 339302.47 0 42340 0 2000027 0 0.0073244423 -0.0048829615 0 8406053.2 0 0 0 0 0 2.000001 2.000001
11.144647  210100.342 8405191 38100308 198.39226 242784 94868 60668 0 0 -17820 -5703 -15005 147056 -76 -2354 270617.98 577416.38 315427.62 0 514040.78 524888.83 552832.4 531723.86 528921.43 301165.91 590591.43 340152.37 0 42347 0 2000028 0 0.012207404 -0.0048829615 0 8405198.5 0 0 0 0 0 2.000001 2.000001
11.145894  210103.627 8404249 38100307 198.38762 242753 94902 60364 0 0 -17820 -5703 -15005 147056 -76 -2354 264964.03 578542 316809.93 0 513595.56 526839.86 555178.2 533644.73 528655.47 296035.5 591162.23 339962.07 0 42333 0 2000027 0 0.0073244423 -0.0048829615 0 8404256.3 0 0 0 0 0 2.000001 2.000001
11.147184  210106.889 8403362 38100307 198.37852 242726 94906 59930 0 0 -17820 -5703 -15005 147056 -76 -2354 273615.21 578903.29 317105.75 0 517690.51 529375.73 557088.9 534487.63 533053.57 300182.12 592649.68 341637.5 0 42332 0 2000027 0 0.0073244423 -0.0048829615 0 8403369.3 0 0 0 0 0 2.000001 2.000001
11.148517  210110.230 8402355 38100307 198.36969 242702 94868 59179 0 0 -17820 -5703 -15005 147056 -76 -2354 276396.35 582312.65 319879.58 0 520530.28 532297.88 560645.78 536933.12 535004.22 304484.95 596282.27 344823.95 0 42320 0 2000027 0 0.0073244423 -0.0048829615 0 8402361.5 0 0 0 0 0 2.000001 2.000001
11.149807  210113.488 8401391 38100307 198.36472 242665 94807 58328 0 0 -17820 -5703 -15005 147056 -76 -2354 270033.43 585535.71 320377.18 0 519263.5 535744.57 562634.09 539343.85 535670.08 302026.47 600036 344739.66 0 42312 0 2000027 0 0.0073244423 -0.0048829615 0 8401398.8 0 0 0 0 0 2.000001 2.000001
11.151184  210116.830 8400412 38100307 198.35593 242632 94788 57608 0 0 -17820 -5703 -15005 147056 -76 -2354 273489.31 588681.72 323888.71 0 523937.51 538058.7 565861.51 542421.94 538828.75 307285.44 605963.51 347719.14 0 42306 0 2000027 0 0.012207404 -0.0048829615 0 8400419.3 0 0 0 0 0 2.000001 2.000001
11.152518  210120.138 8399409 38100307 198.34642 242545 94789 57459 0 0 -17820 -5703 -15005 147056 -76 -2354 281964.2 591738.29 323897.2 0 527385.37 538298.82 568619.19 543928.01 542616 309944.42 603886.36 350320.35 0 42294 0 2000027 0 0.012207404 -0.0048829615 0 8399415.8 0 0 0 0 0 2.000001 2.000001
11.153939  210123.450 8398414 38100307 198.34267 242502 94958 57996 0 0 -17820 -5703 -15005 147056 -76 -2354 272054.64 587738.6 324001.63 0 523786.09 537172.19 564544.68 541998.11 538084.91 303794.12 600123.62 346998.74 0 42283 0 2000027 0 0.0073244423 -0.0048829615 0 8398422.4 0 0 0 0 0 2.000001 2.000001
11.155317  210126.815 8397414 38100307 198.33344 242475 95212 59190 0 0 -17820 -5703 -15005 147056 -76 -2354 271301.85 584296.23 320303.99 0 519571.94 532542.47 560722.37 536748.52 533750.73 303580.33 596596.21 343250.36 0 42278 0 2000027 0 0.012207404 -0.0048829615 0 8397421.4 0 0 0 0 0 2.000001 2.000001
11.156738  210130.172 8396333 38100307 198.32406 242428 95434 60090 0 0 -17820 -5703 -15005 147056 -76 -2354 270788.7 579707.04 316815.53 0 515836.92 529928.17 557907.2 534603.65 530959.03 301342.02 591416.42 340825.63 0 42271 0 2000027 0 0.012207404 -0.0048829615 0 8396341.4 0 0 0 0 0 2.000001 2.000001
11.158203  210133.498 8395278 38100307 198.31921 242390 95605 60820 0 0 -17820 -5703 -15005 147056 -76 -2354 267772.72 577196.21 316537.4 0 513456 525402.43 553311.77 533674.4 528560.27 300664.59 592770.82 339262.67 0 42260 0 2000027 0 0.0073244423 -0.0048829615 0 8395286.3 0 0 0 0 0 2.000001 2.000001
11.159625  210136.803 8394221 38100308 198.31054 242314 95757 61237 0 0 -17820 -5703 -15005 147056 -76 -2354 270780.17 575351.83 314807.24 0 513445 525913.09 554208.93 528236.17 525073.93 299143.04 586709.31 337840.98 0 42243 0 2000027 0 0.0073244423 -0.0048829615 0 8394228.7 0 0 0 0 0 2.000001 2.000001
11.161134  210140.138 8393099 38100307 198.30192 242272 95899 61734 0 0 -17820 -5703 -15005 147056 -76 -2354 269042.63 574331.19 313541.84 0 510177.03 523536.34 549209.79 530221.31 525871.7 292711.67 585127.37 337169.47 0 42234 0 2000028 0 0.0073244423 -0.0048829615 0 8393107.3 0 0 0 0 0 2.000001 2.000001
11.1626  210143.450 8392085 38100307 198.29657 242232 96013 62153 0 0 -17820 -5703 -15005 147056 -76 -2354 265173.51 571784.13 312420.71 0 508476.62 521398.68 551687.63 526452.57 523601.95 295888.73 584296.88 336019.26 0 42224 0 2000027 0 0.0073244423 -0.0048829615 0 8392094.1 0 0 0 0 0 2.000001 2.000001
11.164152  210146.805 8390957 38100307 198.28712 242191 96128 62341 0 0 -17820 -5703 -15005 147056 -76 -2354 269887.27 571415.54 313975.3 0 510859.99 521648.81 550117.65 528129.72 524911.86 298433.18 585223.57 336479.17 0 42215 0 2000027 0 0.012207404 -0.0048829615 0 8390965 0 0 0 0 0 2.000001 2.000001
11.165662  210150.158 8389808 38100308 198.27806 242159 96183 62154 0 0 -17820 -5703 -15005 147056 -76 -2354 272437.68 572660.58 314083.91 0 513190.68 525107.82 549576.02 528255.84 528818.51 298191.68 586897.02 336504.17 0 42209 0 2000027 0 0.0073244423 -0.0048829615 0 8389816.7 0 0 0 0 0 2.000001 2.000001
11.167215  210153.492 8388668 38100307 198.27377 242077 96150 61520 0 0 -17820 -5703 -15005 147056 -76 -2354 268580.51 576847.57 315187.22 0 513332.15 526546.73 551474.85 530410.9 528056.46 298402.22 587177.84 337508.95 0 42193 0 2000027 0 0.012207404 -0.0048829615 0 8388677.4 0 0 0 0 0 2.000001 2.000001
11.168813  210156.829 8387528 38100308 198.26431 242039 96087 60646 0 0 -17820 -5703 -15005 147056 -76 -2354 266392.77 579422.99 317349.69 0 515796.59 526912.67 557054.72 534589.46 529800.32 298167.62 593847.56 340665.34 0 42186 0 2000027 0 0.0073244423 -0.0048829615 0 8387536.6 0 0 0 0 0 2.000001 2.000001
11.17041  210160.182 8386351 38100307 198.25529 241972 95977 59400 0 0 -17820 -5703 -15005 147056 -76 -2354 275187.41 585516.07 321356.63 0 522211.14 533754.02 563369.32 540057.27 535102.91 302969.48 598730.63 344928.1 0 42169 0 2000027 0 0.0073244423 -0.009765923 0 8386358.2 0 0 0 0 0 2.000001 2.000001
11.172008  210163.503 8385178 38100308 198.25008 241523 95692 58123 0 0 -17820 -5703 -15005 147056 -76 -2354 277293.08 587532.84 322548.66 0 525169.82 539152.15 565485.77 541847.89 539943.9 299764.93 602571.52 346901.29 0 42092 0 2000027 0 0.0073244423 -0.0048829615 0 8385186.2 0 0 0 0 0 2.000001 2.000001
11.17365  210166.840 8384011 38100307 198.24163 241733 95751 57132 0 0 -17820 -5703 -15005 147056 -76 -2354 274184.26 595130.7 326046.28 0 527656.06 541792.13 569471.41 546993.11 540151.45 304207.88 609497.28 349728.9 0 42120 0 2000027 0 0.0073244423 -0.0048829615 0 8384019.4 0 0 0 0 0 2.000001 2.000001
11.175292  210170.199 8382801 38100307 198.23254 241804 95805 56888 0 0 -17820 -5703 -15005 147056 -76 -2354 273604.49 596280.8 327897.27 0 530189.21 543529.43 571519.09 549477.92 540203.03 310525.33 609756.93 351975.21 0 42132 0 2000028 0 0.0073244423 -0.0048829615 0 8382808.9 0 0 0 0 0 2.000001 2.000001
11.176935  210173.535 8381559 38100307 198.2275 241778 95896 56850 0 0 -17820 -5703 -15005 147056 -76 -2354 281250.67 595392.84 326848.34 0 530598.22 545315.9 571728.22 550506.07 544934.96 216280.4 611751.59 352769.82 0 42126 0 2000027 0 0.0073244423 -0.0048829615 0 8381566.2 0 0 0 0 0 2.000001 2.000001
11.178621  210176.885 8380317 38100308 198.21885 241721 96067 57260 0 0 -17820 -5703 -15005 147056 -76 -2354 279564.22 594969.37 326307.12 0 532231.84 542160.29 570233.85 548832.82 544920.6 304549.41 608175.37 351982.79 0 42118 0 2000027 0 0.0073244423 -0.0048829615 0 8380325.6 0 0 0 0 0 2.000001 2.000001
11.180351  210180.254 8379090 38100307 198.20884 241706 96217 57832 0 0 -17820 -5703 -15005 147056 -76 -2354 275966.9 591934.95 327385.76 0 526781.89 543528.87 569862.06 545832.96 541571.63 310550.86 606606.54 350896.64 0 42093 0 2000027 0 0.012207404 -0.0048829615 0 8379099.4 0 0 0 0 0 2.000001 2.000001
11.182082  210183.588 8377844 38100308 198.20442 241619 96339 58149 0 0 -17820 -5703 -15005 147056 -76 -2354 278277.18 593368.22 325222.39 0 528765.76 540670.18 570295.34 546313.3 541777.28 309832.9 607248.4 350743.34 0 42076 0 2000026 0 0.0073244423 -0.0048829615 0 8377852.9 0 0 0 0 0 2.000001 2.000001
11.183813  210186.934 8376540 38100307 198.19606 241588 96493 58603 0 0 -17820 -5703 -15005 147056 -76 -2354 278662.55 591560.09 325446.33 0 526472.86 538659.15 569444.2 545110.77 544109.93 310641.54 605031.27 350193.29 0 42071 0 2000028 0 0.0073244423 -0.0048829615 0 8376548.7 0 0 0 0 0 2.000001 2.000001
11.185588  210190.268 8375192 38100307 198.18646 241530 96641 59131 0 0 -17820 -5703 -15005 147056 -76 -2354 276830.73 591087.93 324255.25 0 527315.51 539504.91 566022.12 544237.08 539627.42 310149.92 603162.53 348565.97 0 42056 0 2000027 0 0.0073244423 -0.0048829615 0 8375199.8 0 0 0 0 0 2.000001 2.000001
11.187364  210193.618 8373876 38100308 198.18203 241493 96788 59456 0 0 -17820 -5703 -15005 147056 -76 -2354 277990.18 588831.56 323525.95 0 525160.58 537189.7 565171.06 543716.99 540710.61 305613.6 604226.19 346914.36 0 42049 0 2000027 0 0.0073244423 -0.0048829615 0 8373885.1 0 0 0 0 0 2.000001 2.000001
11.189184  210196.960 8372555 38100308 198.17303 241444 96940 59852 0 0 -17820 -5703 -15005 147056 -76 -2354 272603.89 586488.68 322504.49 0 523015.59 537154.85 564644.34 544526.71 537620.22 306215.9 600489.09 346435.15 0 42038 0 2000027 0 0.0073244423 -0.0048829615 0 8372565.6 0 0 0 0 0 2.000001 2.000001
11.191004  210200.289 8371222 38100308 198.1642 241369 97131 60390 0 0 -17820 -5703 -15005 147056 -76 -2354 270852.11 585560.44 321576.78 0 521486.01 534251.65 562353.61 539365.76 534496.55 306933.34 598835.81 344578.26 0 42017 0 2000027 0 0.0073244423 -0.0048829615 0 8371232.8 0 0 0 0 0 2.000001 2.000001
11.192824  210203.618 8369850 38100307 198.15926 241322 97365 61445 0 0 -17820 -5703 -15005 147056 -76 -2354 275551.96 583860.95 319472.9 0 520205.3 532706.28 559554.83 535390.74 534755.02 307356.42 596594.89 344000.39 0 42021 0 2000028 0 0.0073244423 -0.0048829615 0 8369859.7 0 0 0 0 0 2.000001 2.000001
11.194689  210206.948 8368451 38100308 198.15065 241262 97547 62267 0 0 -17820 -5703 -15005 147056 -76 -2354 272057.97 581384.82 316899.52 0 517848.48 528569.43 556723.55 534308.91 531411.67 302275.57 592219.38 340543.13 0 42013 0 2000027 0 0.0073244423 -0.0048829615 0 8368460.7 0 0 0 0 0 2.000001 2.000001
11.196555  210210.283 8367067 38100307 198.14106 241213 97686 62359 0 0 -17820 -5703 -15005 147056 -76 -2354 264416.27 580603.32 317069.04 0 513093.11 529221.86 558423.53 534479.52 527745.08 302590.33 591806.4 340304.77 0 42003 0 2000027 0 0.0073244423 -0.0048829615 0 8367076.5 0 0 0 0 0 2.000001 2.000001
11.198464  210213.658 8365645 38100307 198.13584 241116 97712 62207 0 0 -17820 -5703 -15005 147056 -76 -2354 268705.37 580537.8 316599.21 0 516978.9 528771.63 557292.92 533413.19 530225.88 304630.61 594093.89 344274.01 0 41980 0 2000027 0 0.0073244423 -0.0048829615 0 8365654.8 0 0 0 0 0 2.000001 2.000001
11.200374  210217.037 8364207 38100308 198.12765 241049 97726 61714 0 0 -17820 -5703 -15005 147056 -76 -2354 277130.97 584891.83 320038.66 0 523580.91 532750.73 560650.42 535072.01 533498.88 305239 596748.67 344065.71 0 41969 0 2000027 0 0.0073244423 -0.0048829615 0 8364216.3 0 0 0 0 0 2.000001 2.000001
11.202328  210220.381 8362733 38100308 198.11768 240800 97681 61113 0 0 -17820 -5703 -15005 147056 -76 -2354 273979.62 586080.44 321055.95 0 520313.86 535351.55 564133.38 541435.11 535428.7 305641.08 598639.93 344852.16 0 41923 0 2000027 0 0.0073244423 -0.0048829615 0 8362743.1 0 0 0 0 0 2.000001 2.000001
11.204283  210223.699 8361299 38100308 198.11345 240620 97744 61017 0 0 -17820 -5703 -15005 147056 -76 -2354 272338.52 585569.89 320472.12 0 521216.54 532587.54 562509.53 539050.47 535619.77 305777.15 597537.06 345746.2 0 41891 0 2000028 0 0.0073244423 -0.0048829615 0 8361309.3 0 0 0 0 0 2.000001 2.000001
11.206239  210227.039 8359888 38100307 198.10348 240899 98102 62173 0 0 -17820 -5703 -15005 147056 -76 -2354 272049.67 582014.87 319809.38 0 518707.56 531853.01 560762.67 537476.07 533818.7 304510.31 595854.58 344472.16 0 41931 0 2000027 0 0.0073244423 -0.0048829615 0 8359898.6 0 0 0 0 0 2.000001 2.000001
11.208239  210230.367 8358417 38100307 198.09537 240829 98454 63783 0 0 -17820 -5703 -15005 147056 -76 -2354 274420.4 575973.34 315417.35 0 517242.13 527651.46 552187.75 533249.79 531512.53 301718.4 590953.74 339423.95 0 41916 0 2000028 0 0.0073244423 -0.0048829615 0 8358427.6 0 0 0 0 0 2.000001 2.000001
11.210239  210233.734 8356906 38100307 198.09075 240794 98834 66041 0 0 -17820 -5703 -15005 147056 -76 -2354 268345.79 570186.92 313229.2 0 510875.09 519668.9 548109.97 525762.19 522432.05 297390.66 583424.04 333824.08 0 41907 0 2000027 0 0.012207404 -0.0048829615 0 8356917.2 0 0 0 0 0 2.000001 2.000001
11.212284  210237.074 8355378 38100307 198.08097 240689 99096 67563 0 0 -17820 -5703 -15005 147056 -76 -2354 262316.47 567674.59 308871.19 0 504716.13 517158.01 544219.85 523486.64 518758.25 296250.86 578333.32 331924.43 0 41888 0 2000027 0 0.0073244423 -0.0048829615 0 8355389.5 0 0 0 0 0 2.000001 2.000001
11.214329  210240.405 8353879 38100307 198.07209 240641 99298 68136 0 0 -17820 -5703 -15005 147056 -76 -2354 263133.09 563048.95 307976.12 0 503811.14 514741.93 541193.09 520857.09 517111 293465.42 577028.85 330078.73 0 41878 0 2000028 0 0.0073244423 -0.0048829615 0 8353889.8 0 0 0 0 0 2.000001 2.000001
11.216375  210243.739 8352358 38100308 198.06785 240582 99429 68530 0 0 -17820 -5703 -15005 147056 -76 -2354 260271.84 565079.33 308965.19 0 500714.95 513025.38 542006.69 521012.65 518193.05 293429.34 576705.18 330374.25 0 41861 0 2000027 0 0.0073244423 -0.0048829615 0 8352369.3 0 0 0 0 0 2.000001 2.000001
11.218466  210247.086 8350776 38100307 198.06206 240540 99555 68455 0 0 -17820 -5703 -15005 147056 -76 -2354 261553.72 563504.05 306772.86 0 501829.54 513083.13 538501.52 519292.96 516346.95 293494.21 576118.68 329398.45 0 41851 0 2000027 0 0.0073244423 -0.0048829615 0 8350786.8 0 0 0 0 0 2.000001 2.000001
11.220601  210250.423 8349174 38100307 198.0522 240452 99619 68495 0 0 -17820 -5703 -15005 147056 -76 -2354 264576.25 565191.73 308058.53 0 501282.07 513663.02 541574.49 522849.67 519312.47 291245.69 577388.24 330721.45 0 41833 0 2000028 0 0.0073244423 -0.0048829615 0 8349184.7 0 0 0 0 0 2.000001 2.000001
11.222693  210253.774 8347642 38100307 198.04775 240395 99667 67976 0 0 -17820 -5703 -15005 147056 -76 -2354 257903.77 567066.83 310368.06 0 501512.74 515826.07 544278.49 522330.11 517658.74 293902.83 579144.95 329191 0 41820 0 2000027 0 0.0073244423 -0.0048829615 0 8347652.5 0 0 0 0 0 2.000001 2.000001
11.224873  210257.108 8346042 38100307 198.03868 240330 99655 67119 0 0 -17820 -5703 -15005 147056 -76 -2354 263260.52 571166.73 312025.53 0 507215.32 521247.89 548087.63 526163.16 521020.48 295495.53 584050.32 334678.17 0 41806 0 2000027 0 0.0073244423 -0.0048829615 0 8346052.9 0 0 0 0 0 2.000001 2.000001
11.227011  210260.430 8344441 38100307 198.02905 240277 99610 65835 0 0 -17820 -5703 -15005 147056 -76 -2354 274877.22 575032.14 314638.69 0 514799.82 526080.95 553057.33 529936.07 529645.37 299994.15 587855.67 339231.6 0 41794 0 2000027 0 0.0073244423 -0.0048829615 0 8344451.7 0 0 0 0 0 2.000001 2.000001
11.229193  210263.818 8342811 38100307 198.02483 240194 99539 64647 0 0 -17820 -5703 -15005 147056 -76 -2354 267782.09 580307.64 318871.95 0 517399.99 527813.13 557140.24 534948.48 530458.11 289408.06 590019.08 342291.27 0 41776 0 2000028 0 0.0073244423 -0.0048829615 0 8342822 0 0 0 0 0 2.000001 2.000001
11.231419  210267.131 8341191 38100308 198.01499 240133 99424 63476 0 0 -17820 -5703 -15005 147056 -76 -2354 269664.64 584522.31 321746.34 0 520491.33 532466.6 562034 539264.99 531584.16 220781 598405.09 344756.14 0 41761 0 2000028 0 0.0073244423 -0.0048829615 0 8341201.8 0 0 0 0 0 2.000001 2.000001
11.233646  210270.429 8339558 38100307 198.00692 240084 99370 62270 0 0 -17820 -5703 -15005 147056 -76 -2354 280294.46 589720.64 323949.31 0 528215.15 539856.82 568127.86 544581.57 544076.73 288133.21 603834.68 350032.95 0 41750 0 2000027 0 0.0073244423 -0.0048829615 0 8339568.8 0 0 0 0 0 2.000001 2.000001
11.235874  210273.744 8337887 38100307 198.00179 239997 99339 61429 0 0 -17820 -5703 -15005 147056 -76 -2354 280030.57 592939.1 326144.71 0 530000.47 542919.65 570080.77 546932.98 543104.25 275290.88 607762.18 350961.46 0 41716 0 2000027 0 0.0073244423 -0.0048829615 0 8337898.2 0 0 0 0 0 2.000001 2.000001
11.238147  210277.056 8336189 38100308 197.99323 239929 99416 61200 0 0 -17820 -5703 -15005 147056 -76 -2354 279308.56 596964.01 327244.19 0 530026.09 545750.65 572821.54 548834.3 544104.75 286519.76 610261.06 352377.75 0 41701 0 2000027 0 0.0073244423 -0.0048829615 0 8336200.6 0 0 0 0 0 2.000001 2.000001
11.240421  210280.368 8334535 38100307 197.98424 239854 99527 61354 0 0 -17820 -5703 -15005 147056 -76 -2354 279384.62 594786.88 327091.68 0 531664.26 544166.42 572101.8 548991.35 546049.29 207357.06 610347.07 352215.36 0 41689 0 2000027 0 0.0073244423 -0.0048829615 0 8334547.6 0 0 0 0 0 2.000001 2.000001
11.242696  210283.684 8332866 38100307 197.97979 239796 99693 61606 0 0 -17820 -5703 -15005 147056 -76 -2354 279783.26 593361.74 327593.58 0 530901.34 544511.35 574114.25 550759.44 544164.58 295817.95 612598.47 353294.02 0 41677 0 2000027 0 0.0073244423 -0.0048829615 0 8332877.8 0 0 0 0 0 2.000001 2.000001
11.245015  210287.009 8331109 38100307 197.97034 239706 99819 61870 0 0 -17820 -5703 -15005 147056 -76 -2354 282510.1 594960.03 328158.14 0 531175.14 544388.13 573989.53 549821.75 546580.45 306637.5 610557.47 352672.67 0 41657 0 2000027 0 0.0073244423 -0.0048829615 0 8331122.3 0 0 0 0 0 2.000001 2.000001
11.247335  210290.320 8329386 38100307 197.9608 239656 99992 62021 0 0 -17820 -5703 -15005 147056 -76 -2354 277781.52 594490.62 326715.94 0 529074.16 543195.57 570985.8 547445.93 544511.54 304533.16 609533.77 351941.04 0 41642 0 2000027 0 0.0073244423 -0.0048829615 0 8329398.6 0 0 0 0 0 2.000001 2.000001
11.2497  210293.685 8327661 38100308 197.95605 239602 100188 62645 0 0 -17820 -5703 -15005 147056 -76 -2354 275543.24 594237.03 325165.2 0 529859.64 539052.05 570480.41 547269.88 541541.54 306411.52 607561.29 349254.23 0 41635 0 2000027 0 0.0073244423 -0.0048829615 0 8327673.2 0 0 0 0 0 2.000001 2.000001
11.252067  210297.020 8325916 38100307 197.94809 239529 100411 63326 0 0 -17820 -5703 -15005 147056 -76 -2354 277416.28 592463.23 324601.62 0 527739.15 538885.43 568221.22 543856.94 540524.89 297399.38 606361.39 348900.22 0 41620 0 2000026 0 0.0073244423 -0.0048829615 0 8325928.4 0 0 0 0 0 2.000001 2.000001
11.254478  210300.388 8324112 38100308 197.93946 239469 100641 63936 0 0 -17820 -5703 -15005 147056 -76 -2354 274795.11 590543.96 323569.43 0 526690.8 536786.44 563884.3 544438.89 538906.83 305796.84 602537.34 347232.95 0 41603 0 2000028 0 0.0073244423 -0.0048829615 0 8324123.7 0 0 0 0 0 2.000001 2.000001
