
#S 84  LISAKscan2 energy Edge Tint dPoint iMach
#D Sat Jun 08 18:07:28 2024
#T 2  (Seconds)
#G0 0
#G1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#G3 0 0 0 0 0 0 0 0 0
#G4 0
#Q 
#P0  11.199983 10.170212 8.5778827 0 -3.395 5.395125 1.0641
#P1 61.064425 62.1285 30 2 -4.395 67.999998 23.999999 1443.3495
#P2 49.150794 -0.33209877 0.32 0.17777778 54 60.000028 13.4 -12.5
#P3 101.7 50.479531 131.35 44.999997 0.01 -1 -10 74
#P4 0 300 300 -38.799855 7.6197105 
#UMI0     Current AutoM      Shutter    
#UMI1      199.34    ON     FE open     
#UMI2 Refill in 3153 sec, Fill Mode: 7/8 multibunch / Message: Jun  8 18:01 Delivery:Next Refill at 19:00; 
#N 44
#L energy    Epoch  ebragg  epitch  srcur  I0_eh2  I1_eh2  IX_eh2  IR_eh2  c8  VPOS_enc  HPOS2_enc  RBENCH_enc  EBENCH_enc  ROT_enc  HPOS1_enc  fluo01  fluo02  fluo03  fluo04  fluo05  fluo06  fluo07  fluo08  fluo09  fluo10  fluo11  fluo12  fluo13  I0_eh1  I1_eh1  IX_eh1  c9  volt1  volt2  sdd  ebraggc  e1pv  e1sp  e1op  e1wsp  Oxford503  Seconds  Seconds
11.091013  209795.641 8445081 38100308 199.09502 244818 107431 457953 0 0 -17820 -5703 -15005 147056 -76 -2354 11464.245 27866.364 13193.614 0 24434.962 24687.477 25256.438 26663.837 27352.974 13446.146 28502.702 16163.072 0 42755 0 2000027 0 0.0073244423 -0.0048829615 0 8445090.9 0 0 0 0 0 2.000001 2.000001
11.091481  209798.872 8444705 38100308 199.08588 244803 107415 455437 0 0 -17820 -5703 -15005 147056 -76 -2354 11966.163 29357.006 14151.655 0 25781.017 26232.342 26812.053 28292.173 28854.691 13993.879 30515.548 17065.751 0 42755 0 2000027 0 0.0073244423 -0.0048829615 0 8444715.6 0 0 0 0 0 2.000001 2.000001
11.091992  209802.134 8444297 38100307 199.07655 244751 107396 452101 0 0 -17820 -5703 -15005 147056 -76 -2354 12618.238 31014.262 15104.593 0 27364.191 27442.718 28808.226 29886.135 30811.546 14850.894 32599.645 18325.85 0 42749 0 2000027 0 0.0073244423 -0.0048829615 0 8444306.4 0 0 0 0 0 2.000001 2.000001
11.092503  209805.358 8443935 38100307 199.0718 244721 107365 448797 0 0 -17820 -5703 -15005 147056 -76 -2354 13803.664 33176.667 16311.78 0 29561.432 29340.148 30857.267 31859.1 32657.656 15888.334 34986.358 19399.747 0 42737 0 2000027 0 0.0073244423 -0.0048829615 0 8443944.1 0 0 0 0 0 2.000001 2.000001
11.093014  209808.581 8443578 38100307 199.06249 244715 107343 444857 0 0 -17820 -5703 -15005 147056 -76 -2354 14803.129 35590.9 17483.989 0 31171.641 31755.061 33401.863 33995.598 35176.127 17180.774 37372.556 20667.586 0 42739 0 2000027 0 0.0073244423 -0.0048829615 0 8443588.1 0 0 0 0 0 2.000001 2.000001
11.093482  209811.808 8443217 38100307 199.05767 244690 107301 441019 0 0 -17820 -5703 -15005 147056 -76 -2354 15371.677 38337.49 18681.662 0 33125.304 33762.514 35172.889 36357.669 37397.448 18237.024 39938.503 21728.184 0 42727 0 2000027 0 0.0073244423 -0.0048829615 0 8443227.2 0 0 0 0 0 2.000001 2.000001
11.093993  209815.059 8442801 38100307 199.04896 244665 107269 436016 0 0 -17820 -5703 -15005 147056 -76 -2354 17022.496 41466.425 20490.333 0 36727.517 36967.479 38697.669 39284.94 40028.219 19900.736 43358.604 23699.773 0 42723 0 2000027 0 0.0073244423 -0.0048829615 0 8442810.8 0 0 0 0 0 2.000001 2.000001
11.094504  209818.304 8442429 38100307 199.03959 244658 107214 430282 0 0 -17820 -5703 -15005 147056 -76 -2354 18820.722 44916.304 22137.052 0 39272.35 39602.791 41782.111 42892.378 43462.986 21536.697 46688.406 25484.924 0 42720 0 2000027 0 0.0073244423 -0.0048829615 0 8442437.6 0 0 0 0 0 2.000001 2.000001
11.095015  209821.509 8442075 38100308 199.03464 244645 107151 423715 0 0 -17820 -5703 -15005 147056 -76 -2354 20201.184 49577.974 24279.446 0 42931.486 43120.137 46237.029 47145.486 47557.074 23802.063 51505.613 27769.846 0 42720 0 2000027 0 0.0073244423 -0.0048829615 0 8442084.5 0 0 0 0 0 2.000001 2.000001
11.095484  209824.750 8441723 38100308 199.02534 244622 107073 416551 0 0 -17820 -5703 -15005 147056 -76 -2354 22524.076 53833.129 26765.267 0 47295.063 47737.988 50197.888 51621.97 52008.816 25798.042 56243.541 30417.165 0 42711 0 2000027 0 0.0073244423 -0.0048829615 0 8441732.7 0 0 0 0 0 2.000001 2.000001
11.095995  209827.984 8441302 38100307 199.01572 244608 106952 407664 0 0 -17820 -5703 -15005 147056 -76 -2354 24868.583 60264.457 29950.816 0 52202.607 52870.288 55818.228 56716.156 57461.743 28828.935 62526.195 33438.379 0 42711 0 2000027 0 0.0073244423 -0.0048829615 0 8441312.1 0 0 0 0 0 2.000001 2.000001
11.096506  209831.226 8440915 38100307 199.01122 244591 106819 396780 0 0 -17820 -5703 -15005 147056 -76 -2354 28441.68 67912.109 33804.695 0 58728.098 59542.353 63242.265 63952.531 64995.359 32310.744 69773.836 37453.256 0 42708 0 2000027 0 0.0073244423 -0.0048829615 0 8440923.4 0 0 0 0 0 2.000001 2.000001
11.097017  209834.430 8440556 38100308 199.00188 244564 106644 383579 0 0 -17820 -5703 -15005 147056 -76 -2354 32693.336 76896.087 38243.798 0 66962.289 68253.524 72050.886 72540.921 73474.703 36641.097 79706.524 42340.623 0 42702 0 2000027 0 0.0073244423 -0.0048829615 0 8440564.8 0 0 0 0 0 2.000001 2.000001
11.097486  209837.663 8440207 38100307 198.99728 244546 106411 369163 0 0 -17820 -5703 -15005 147056 -76 -2354 36875.695 87797.628 43976.158 0 76230.738 77583.8 82621.13 82953.486 83613.625 41734.841 91001.839 48027.375 0 42698 0 2000027 0 0.0073244423 -0.0048829615 0 8440217.1 0 0 0 0 0 2.000001 2.000001
11.097997  209840.888 8439783 38100308 198.98871 244538 106063 350212 0 0 -17820 -5703 -15005 147056 -76 -2354 43024.763 103618.61 51550.144 0 89836.861 91843.44 96380.209 97941.932 98883.721 48996.37 106612.4 56239.772 0 42696 0 2000028 0 0.0073244423 -0.0048829615 0 8439792.7 0 0 0 0 0 2.000001 2.000001
11.098509  209844.123 8439382 38100307 198.9793 244518 105583 326362 0 0 -17820 -5703 -15005 147056 -76 -2354 52189.67 123969.95 62943.196 0 108384.08 110493.67 116099.4 117249.05 119579.35 59255.721 128818.91 67412.302 0 42690 0 2000028 0 0.0073244423 -0.0048829615 0 8439391.2 0 0 0 0 0 2.000001 2.000001
11.098978  209847.365 8439057 38100307 198.97513 244491 104988 299797 0 0 -17820 -5703 -15005 147056 -76 -2354 65368.799 150800.34 75621.499 0 131673.22 133150.13 141092.05 142066.41 144588.24 71538.751 155078.15 81031.692 0 42686 0 2000027 0 0.0073244423 -0.0048829615 0 8439064.9 0 0 0 0 0 2.000001 2.000001
11.099489  209850.596 8438685 38100308 198.96536 244474 104008 263410 0 0 -17820 -5703 -15005 147056 -76 -2354 81963.995 191037.62 97705.753 0 168250.84 170802.53 179560.1 178781.55 182670.64 92045.684 196138.3 104167 0 42680 0 2000027 0 0.0073244423 -0.0048829615 0 8438694.1 0 0 0 0 0 2.000001 2.000001
11.100001  209853.851 8438277 38100307 198.96078 244450 102513 219906 0 0 -17820 -5703 -15005 147056 -76 -2354 106814.55 249270.3 128491.32 0 218796.19 223744.16 234708.06 233692.49 235798.15 119859.43 255312.53 135617.51 0 42677 0 2000027 0 0.0073244423 -0.0048829615 0 8438286.6 0 0 0 0 0 2.000001 2.000001
11.100512  209857.080 8437873 38100308 198.95156 244421 100217 169595 0 0 -17820 -5703 -15005 147056 -76 -2354 151175.62 335021.8 175067.43 0 299915.9 302464.36 315156.19 313245.07 316619.9 164502.06 342913.28 186833.24 0 42666 0 2000027 0 0.0073244423 -0.0048829615 0 8437882.2 0 0 0 0 0 2.000001 2.000001
11.100981  209860.310 8437545 38100308 198.94281 244408 97301 123617 0 0 -17820 -5703 -15005 147056 -76 -2354 197511.59 434965.24 231168.33 0 388153.8 396286.17 410937.77 404886.09 404960.54 216278.1 444860.9 247486.87 0 42666 0 2000028 0 0.0073244423 -0.0048829615 0 8437553.1 0 0 0 0 0 2.000001 2.000001
11.101493  209863.586 8437190 38100308 198.93828 244392 93449 80611 0 0 -17820 -5703 -15005 147056 -76 -2354 252751.93 551622.26 299999.06 0 492013.8 502354.02 527117.7 509707.76 505574.6 281802.55 566411.09 322478.35 0 42662 0 2000026 0 0.012207404 -0.0048829615 0 8437199.6 0 0 0 0 0 2.000001 2.000001
11.102005  209866.849 8436799 38100307 198.92893 244379 89687 51355 0 0 -17820 -5703 -15005 147056 -76 -2354 307913.09 647225.64 360605.86 0 581806.95 593731.68 624042.03 597478.51 593111.18 134312.83 667468.32 393407.18 0 42658 0 2000027 0 0.0073244423 -0.0048829615 0 8436808.9 0 0 0 0 0 2.000001 2.000001
11.102517  209870.080 8436389 38100308 198.9188 244365 86768 35392 0 0 -17820 -5703 -15005 147056 -76 -2354 338696.6 709487.97 404672.7 0 639051.41 654775.71 690528.99 656899.39 642718.93 144594.46 736797.1 445333.51 0 42657 0 2000027 0 0.0073244423 -0.0048829615 0 8436398.7 0 0 0 0 0 2.000001 2.000001
11.102986  209873.312 8436051 38100307 198.91398 244343 85062 28549 0 0 -17820 -5703 -15005 147056 -76 -2354 360388.99 742383.74 429786.31 0 671231.41 687429.53 722401.28 686967.95 668151.68 54226.917 775677.08 472997.52 0 42653 0 2000027 0 0.0073244423 -0.0048829615 0 8436059.7 0 0 0 0 0 2.000001 2.000001
11.103498  209876.538 8435701 38100308 198.90531 244322 83976 25252 0 0 -17820 -5703 -15005 147056 -76 -2354 385252.35 760522.59 444278.94 0 693487.86 707122.47 748956.53 705133.54 685776.12 88091.758 794322.44 494206.82 0 42646 0 2000027 0 0.0073244423 -0.0048829615 0 8435709.2 0 0 0 0 0 2.000001 2.000001
11.10401  209879.795 8435319 38100307 198.90076 244311 83495 23521 0 0 -17820 -5703 -15005 147056 -76 -2354 376825.07 773217.3 452400.17 0 695652.43 716893.92 754517.75 713000.18 689059.72 52955.316 803341.34 498374.71 0 42645 0 2000027 0 0.0073244423 -0.0048829615 0 8435328.3 0 0 0 0 0 2.000001 2.000001
11.104479  209883.036 8434932 38100308 198.89161 244297 83422 23074 0 0 -17820 -5703 -15005 147056 -76 -2354 378978.23 772702.05 452458.35 0 697040.66 716782.79 756458.58 714371.2 688071.54 103151.46 803519.79 500368.36 0 42645 0 2000027 0 0.0073244423 -0.0048829615 0 8434941.3 0 0 0 0 0 2.000001 2.000001
11.104991  209886.281 8434540 38100308 198.88197 244282 83769 23532 0 0 -17820 -5703 -15005 147056 -76 -2354 388793.89 766068.27 448140.02 0 696474.21 715305.06 751130.2 708105.9 688085.09 102246.54 802879.56 500922.78 0 42656 0 2000027 0 0.0073244423 -0.0048829615 0 8434548.7 0 0 0 0 0 2.000001 2.000001
11.105503  209889.511 8434181 38100308 198.87791 244259 84442 24524 0 0 -17820 -5703 -15005 147056 -76 -2354 378749.29 755325.35 440753.09 0 686644.43 703488.76 738370.02 697673.14 680163.98 74344.414 790597.27 486980.78 0 42653 0 2000027 0 0.0073244423 -0.0048829615 0 8434189.5 0 0 0 0 0 2.000001 2.000001
11.106015  209892.756 8433802 38100308 198.86889 244246 85203 25984 0 0 -17820 -5703 -15005 147056 -76 -2354 366304.35 743986.19 430589.26 0 668349.16 689620.82 728595.13 686623.6 668092.42 137803.03 776915.4 474225.62 0 42649 0 2000028 0 0.0073244423 -0.0048829615 0 8433811.6 0 0 0 0 0 2.000001 2.000001
11.106485  209895.986 8433414 38100307 198.8592 244229 85936 27298 0 0 -17820 -5703 -15005 147056 -76 -2354 359818.1 733555.03 422635.22 0 661370.14 677961.9 713083.27 676274.23 660919.47 322993.29 760799.04 463719.53 0 42643 0 2000028 0 0.0073244423 -0.0048829615 0 8433424.3 0 0 0 0 0 2.000001 2.000001
11.106997  209899.246 8433009 38100308 198.8539 244169 86621 28470 0 0 -17820 -5703 -15005 147056 -76 -2354 352179.55 721401.33 411476.45 0 647299.36 665182.76 703436.46 662692.02 649620.3 245502.62 744374.15 452086.15 0 42629 0 2000027 0 0.0073244423 -0.0048829615 0 8433017.4 0 0 0 0 0 2.000001 2.000001
11.107509  209902.477 8432649 38100308 198.84501 244151 87198 29538 0 0 -17820 -5703 -15005 147056 -76 -2354 345249.73 708909.21 404510.27 0 640038.13 652406.73 690418.93 654082.62 639337.7 346136.85 735350.56 443288.18 0 42630 0 2000028 0 0.0073244423 -0.0048829615 0 8432657.1 0 0 0 0 0 2.000001 2.000001
11.107979  209905.711 8432314 38100308 198.84088 244119 87576 30367 0 0 -17820 -5703 -15005 147056 -76 -2354 339621.64 701285.63 398466.1 0 631716.3 647806.4 684381.26 647795.02 635702.59 382355.88 728022.75 437869.09 0 42628 0 2000028 0 0.0073244423 -0.0048829615 0 8432323.1 0 0 0 0 0 2.000001 2.000001
11.108491  209908.963 8431906 38100308 198.8338 244111 87900 31103 0 0 -17820 -5703 -15005 147056 -76 -2354 333611.42 697174.92 395663.38 0 623921.92 639689.57 676880.02 640859.29 628273.99 379077.33 720427.73 429870.13 0 42619 0 2000028 0 0.012207404 -0.0048829615 0 8431916.1 0 0 0 0 0 2.000001 2.000001
11.109003  209912.195 8431503 38100307 198.82423 244096 88078 31971 0 0 -17820 -5703 -15005 147056 -76 -2354 333054.31 693513.54 391499.38 0 620890.95 637411.01 672221.29 636886.32 628021.74 348742.04 715571.22 426683.72 0 42615 0 2000027 0 0.012207404 -0.0048829615 0 8431512.1 0 0 0 0 0 2.000001 2.000001
11.109516  209915.412 8431146 38100307 198.82003 244080 88236 32632 0 0 -17820 -5703 -15005 147056 -76 -2354 336754.98 689183.63 390444.13 0 622846.34 635351.56 669490.5 636019.57 624921.72 241200.01 713161.38 427229.19 0 42615 0 2000028 0 0.0073244423 -0.0048829615 0 8431153.8 0 0 0 0 0 2.000001 2.000001
11.109986  209918.619 8430828 38100308 198.81028 244060 88377 33157 0 0 -17820 -5703 -15005 147056 -76 -2354 336040.41 687552.54 388568.42 0 618026.29 633589.87 666315.53 634234.07 624666 370608.25 712751.51 425381.79 0 42617 0 2000027 0 0.0073244423 -0.0048829615 0 8430836.6 0 0 0 0 0 2.000001 2.000001
11.110498  209921.847 8430441 38100308 198.80598 244040 88533 33991 0 0 -17820 -5703 -15005 147056 -76 -2354 325457.15 683892.87 386916.91 0 613459.56 630185.29 663974.85 632302 617146.49 364284 705543.09 420147.05 0 42615 0 2000027 0 0.0073244423 -0.0048829615 0 8430450.7 0 0 0 0 0 2.000001 2.000001
11.111011  209925.064 8430032 38100308 198.79652 244008 88728 34756 0 0 -17820 -5703 -15005 147056 -76 -2354 326408.07 678124.76 383811.59 0 608680.51 623550.54 658658.36 627695.86 616601.88 149807.4 703938.77 418450.96 0 42606 0 2000027 0 0.0073244423 -0.0048829615 0 8430041.9 0 0 0 0 0 2.000001 2.000001
11.111481  209928.313 8429693 38100308 198.78802 243990 88951 35619 0 0 -17820 -5703 -15005 147056 -76 -2354 329812.19 676904.81 381445.27 0 608769.42 621728.5 656876.36 623109.99 616639.1 271791.07 700177.69 415163.22 0 42603 0 2000027 0 0.0073244423 -0.0048829615 0 8429700.9 0 0 0 0 0 2.000001 2.000001
11.111993  209931.521 8429346 38100308 198.78309 243975 89241 36703 0 0 -17820 -5703 -15005 147056 -76 -2354 317229.4 672122.77 379051.3 0 601067.11 616332.61 651196.63 619457.09 608525.78 352860.05 694312.56 409706.87 0 42598 0 2000028 0 0.0073244423 -0.0048829615 0 8429353.8 0 0 0 0 0 2.000001 2.000001
11.112506  209934.755 8428973 38100307 198.77372 243964 89619 38227 0 0 -17820 -5703 -15005 147056 -76 -2354 315408.6 664350.1 373993.09 0 592557.88 608887.21 644800.48 609887.15 600436.83 353200.88 685060.03 403525.83 0 42592 0 2000027 0 0.0073244423 -0.0048829615 0 8428981.9 0 0 0 0 0 2.000001 2.000001
11.113019  209937.982 8428561 38100308 198.76435 243939 90108 40459 0 0 -17820 -5703 -15005 147056 -76 -2354 309864.4 652065.89 364705.6 0 582072.56 600642.59 630823.28 601519.26 591899.93 318015.2 672787.71 393178.67 0 42587 0 2000027 0 0.0073244423 -0.0048829615 0 8428570.7 0 0 0 0 0 2.000001 2.000001
11.113489  209941.227 8428204 38100308 198.75948 243919 90663 43152 0 0 -17820 -5703 -15005 147056 -76 -2354 301421.59 640860.1 357783.95 0 569801.03 587373.07 617375.31 590385.46 582262.14 340291.18 659643.57 385728.26 0 42582 0 2000028 0 0.0073244423 -0.0048829615 0 8428211.9 0 0 0 0 0 2.000001 2.000001
11.114002  209944.441 8427845 38100308 198.7503 243905 91362 46605 0 0 -17820 -5703 -15005 147056 -76 -2354 297288.57 628066.11 346993.76 0 556947.08 571703.43 603787.05 577020.96 569248.05 323772.05 642757.2 373193.42 0 42571 0 2000028 0 0.0073244423 -0.0048829615 0 8427853.3 0 0 0 0 0 2.000001 2.000001
11.114515  209947.685 8427479 38100308 198.74589 243870 92052 50418 0 0 -17820 -5703 -15005 147056 -76 -2354 289085.51 610459.15 335264.99 0 542264.39 556339.93 586031.66 560469.69 557266.96 315737.5 624221.48 363106.79 0 42572 0 2000027 0 0.0073244423 -0.0048829615 0 8427487.7 0 0 0 0 0 2.000001 2.000001
11.114985  209950.921 8427100 38100307 198.73622 243846 92629 53745 0 0 -17820 -5703 -15005 147056 -76 -2354 274648.53 593328.3 326526.34 0 528803.29 544938.69 570560.48 547361.11 541693.87 310416.61 608756.06 350821.41 0 42567 0 2000028 0 0.012207404 -0.0048829615 0 8427109.7 0 0 0 0 0 2.000001 2.000001
11.115498  209954.141 8426690 38100308 198.72701 243822 93117 56666 0 0 -17820 -5703 -15005 147056 -76 -2354 273579.96 581373.92 318844.24 0 517520.64 530156.02 557541.35 535449.82 533204.17 300008.41 596748.02 342209.11 0 42564 0 2000028 0 0.0073244423 -0.0048829615 0 8426698.5 0 0 0 0 0 2.000001 2.000001
11.116011  209957.403 8426329 38100308 198.72246 243799 93442 58680 0 0 -17820 -5703 -15005 147056 -76 -2354 271209.19 573957.78 314699.58 0 513123.31 524342.85 550267.47 530969.59 528092.82 290072.72 587607.24 336930.19 0 42557 0 2000028 0 0.0073244423 -0.0048829615 0 8426336.4 0 0 0 0 0 2.000001 2.000001
11.116481  209960.647 8426005 38100308 198.71344 243778 93602 59410 0 0 -17820 -5703 -15005 147056 -76 -2354 264745.19 569962.17 312742.28 0 508142.65 519914 547656.93 525313.27 522784.54 292984.47 582191.56 334369.33 0 42553 0 2000027 0 0.0073244423 -0.0048829615 0 8426013.2 0 0 0 0 0 2.000001 2.000001
11.116994  209963.896 8425613 38100307 198.7086 243755 93655 59526 0 0 -17820 -5703 -15005 147056 -76 -2354 260625 567879.11 311195.03 0 505394.57 517814.62 546417.67 524553.76 519386.26 283092.25 581400.44 331719.16 0 42551 0 2000027 0 0.0073244423 -0.0048829615 0 8425622.4 0 0 0 0 0 2.000001 2.000001
11.117508  209967.142 8425207 38100308 198.69969 243732 93646 58999 0 0 -17820 -5703 -15005 147056 -76 -2354 264069.39 570224.93 311573.55 0 507399.79 521622.75 546858.56 525909.92 524020.09 287364.85 583286.03 335028.79 0 42546 0 2000028 0 0.0073244423 -0.0048829615 0 8425215.2 0 0 0 0 0 2.000001 2.000001
11.117978  209970.385 8424870 38100307 198.69085 243721 93570 58592 0 0 -17820 -5703 -15005 147056 -76 -2354 268905.23 572299.39 313273.9 0 511296.07 523126.79 548730.03 529268.29 526443.73 292786.89 585717.17 336825.38 0 42543 0 2000027 0 0.0073244423 -0.0048829615 0 8424878.5 0 0 0 0 0 2.000001 2.000001
11.118491  209973.636 8424526 38100307 198.68593 243687 93518 57976 0 0 -17820 -5703 -15005 147056 -76 -2354 269221.7 576229.87 315517.57 0 513791.3 525923.71 551464.47 529705.91 528012.34 290954.63 589401.62 338084.13 0 42538 0 2000027 0 0.0073244423 -0.0048829615 0 8424533.8 0 0 0 0 0 2.000001 2.000001
11.119005  209976.875 8424156 38100308 198.67658 243679 93459 57460 0 0 -17820 -5703 -15005 147056 -76 -2354 270549.65 578567.59 316809.93 0 515411.91 527690.58 551680.69 532326.89 527306.51 292012.31 591902.03 341149.36 0 42530 0 2000027 0 0.0073244423 -0.0048829615 0 8424164.5 0 0 0 0 0 2.000001 2.000001
11.119518  209980.114 8423746 38100308 198.66664 243655 93441 56980 0 0 -17820 -5703 -15005 147056 -76 -2354 272327.16 578368.38 317833.59 0 516415.63 528745.91 554350.06 531609.2 529471.03 300344.11 594075.44 341394.16 0 42530 0 2000027 0 0.0073244423 -0.0048829615 0 8423755.5 0 0 0 0 0 2.000001 2.000001
11.119989  209983.355 8423396 38100307 198.66244 243632 93403 56913 0 0 -17820 -5703 -15005 147056 -76 -2354 269255.81 579224.23 317659.62 0 515722.34 528751.57 554910.31 536854.19 529782.54 293524.54 594670.15 340981.07 0 42525 0 2000027 0 0.012207404 -0.0048829615 0 8423403.9 0 0 0 0 0 2.000001 2.000001
11.120502  209986.587 8423043 38100308 198.6529 243621 93447 56881 0 0 -17820 -5703 -15005 147056 -76 -2354 276201.72 578888.05 317675.37 0 517292.96 530244.19 555844.13 533409.8 532858.44 288940.21 593245.51 342043.98 0 42521 0 2000027 0 0.0073244423 -0.0048829615 0 8423050.7 0 0 0 0 0 2.000001 2.000001
11.121016  209989.836 8422679 38100308 198.64907 243601 93479 56984 0 0 -17820 -5703 -15005 147056 -76 -2354 268828.21 581093.63 317116.66 0 515761.3 529837.75 556917.32 533068.23 529957.82 294455.67 592748.72 340840.62 0 42518 0 2000028 0 0.0073244423 -0.0048829615 0 8422687.7 0 0 0 0 0 2.000001 2.000001
11.121487  209993.070 8422305 38100307 198.64109 243575 93510 57171 0 0 -17820 -5703 -15005 147056 -76 -2354 261873.56 577947.69 317270.58 0 512064.24 527609.01 555173.97 534503.09 527479.87 288056.95 592260.3 338271.61 0 42513 0 2000027 0 0.0073244423 -0.0048829615 0 8422315.2 0 0 0 0 0 2.000001 2.000001
11.122  209996.320 8421898 38100308 198.63076 243527 93530 57298 0 0 -17820 -5703 -15005 147056 -76 -2354 271920.34 580035.75 316988.42 0 517087.09 529337.34 556204.86 534939.46 531153.44 299630.8 591135.81 341791.37 0 42502 0 2000028 0 0.012207404 -0.0048829615 0 8421906.1 0 0 0 0 0 2.000001 2.000001
11.122514  209999.547 8421531 38100307 198.62651 243509 93567 57208 0 0 -17820 -5703 -15005 147056 -76 -2354 270843.41 580352.51 317687.9 0 516036.76 529649.35 554770.57 534283.56 529411.34 302167.39 594057.4 340727.87 0 42502 0 2000027 0 0.0073244423 -0.0048829615 0 8421538.9 0 0 0 0 0 2.000001 2.000001
11.122985  210002.812 8421204 38100308 198.61732 243479 93560 57244 0 0 -17820 -5703 -15005 147056 -76 -2354 267252.89 580177.61 317056.16 0 514061.14 528013.16 555466.99 535487.35 527791.92 281236.7 592150.69 340737.2 0 42498 0 2000027 0 0.0073244423 -0.0048829615 0 8421211.7 0 0 0 0 0 2.000001 2.000001
11.123499  210006.024 8420799 38100308 198.60791 243458 93578 57080 0 0 -17820 -5703 -15005 147056 -76 -2354 272452.89 580213.49 318700.74 0 517152.43 529290.15 554631.93 533837.82 529828.46 244994.79 593297.4 340756.54 0 42489 0 2000026 0 0.0073244423 -0.0048829615 0 8420809 0 0 0 0 0 2.000001 2.000001
11.124012  210009.250 8420377 38100307 198.60397 243447 93574 56785 0 0 -17820 -5703 -15005 147056 -76 -2354 273240.03 581575.22 317868.01 0 518193.22 531547.87 556404.93 534981.45 532414.86 301926.13 593916.58 343469.15 0 42490 0 2000027 0 0.0073244423 -0.0048829615 0 8420385.7 0 0 0 0 0 2.000001 2.000001
11.124483  210012.484 8420034 38100308 198.59437 243426 93578 56799 0 0 -17820 -5703 -15005 147056 -76 -2354 272784.79 581060.23 320010.66 0 518757.45 531651.33 557172.45 537106.1 532770.65 303746.92 595776.33 343800.12 0 42478 0 2000027 0 0.0073244423 -0.0048829615 0 8420041.3 0 0 0 0 0 2.000001 2.000001
11.124997  210015.722 8419678 38100308 198.58918 243391 93560 56409 0 0 -17820 -5703 -15005 147056 -76 -2354 278243.58 582708.71 320275.18 0 521995.42 532158.82 558907.08 535872.17 535281.45 304063.19 596280.77 344638.91 0 42474 0 2000027 0 0.0073244423 -0.0048829615 0 8419685.7 0 0 0 0 0 2.000001 2.000001
11.125511  210018.958 8419292 38100307 198.58114 243387 93551 56403 0 0 -17820 -5703 -15005 147056 -76 -2354 269292.15 582254.52 319911.47 0 518908.08 533932.64 560113.13 538291.02 530137.59 299268.2 596335.29 341828.97 0 42473 0 2000027 0 0.012207404 -0.0048829615 0 8419301.5 0 0 0 0 0 2.000001 2.000001
11.125982  210022.211 8418916 38100307 198.57155 243364 93571 56308 0 0 -17820 -5703 -15005 147056 -76 -2354 269633.68 583699.58 320013.27 0 518403.34 533856.79 559843.7 538281.29 530380.83 304766.29 597085.64 343762.44 0 42468 0 2000027 0 0.0073244423 -0.0048829615 0 8418924.6 0 0 0 0 0 2.000001 2.000001
11.126496  210025.428 8418536 38100308 198.56682 243342 93563 56112 0 0 -17820 -5703 -15005 147056 -76 -2354 275011.3 584680.16 320782.85 0 521103.79 535662.23 560884.52 540476.18 534463.43 301558.08 597941.42 344689.61 0 42464 0 2000027 0 0.0073244423 -0.0048829615 0 8418543.7 0 0 0 0 0 2.000001 2.000001
11.12701  210028.666 8418190 38100307 198.55712 243333 93573 56261 0 0 -17820 -5703 -15005 147056 -76 -2354 274443.03 585014.93 321359.71 0 522220.37 532641.55 561508.94 540045.68 536757.73 300484.39 599522.45 345181.4 0 42461 0 2000027 0 0.0073244423 -0.0048829615 0 8418197.1 0 0 0 0 0 2.000001 2.000001
11.127482  210031.893 8417859 38100307 198.55281 243307 93615 56328 0 0 -17820 -5703 -15005 147056 -76 -2354 271398.59 583838.43 320426.97 0 521694.5 534463.48 560191.31 538350.97 533862.77 296602.1 597118.57 344984.03 0 42459 0 2000027 0 0.0073244423 -0.0048829615 0 8417867.1 0 0 0 0 0 2.000001 2.000001
11.127996  210035.127 8417453 38100307 198.54358 243294 93675 56399 0 0 -17820 -5703 -15005 147056 -76 -2354 271356.2 583699.81 320135.84 0 521472.57 531926.69 560190.36 535647.78 533674.43 306416.61 596669.32 344880.59 0 42451 0 2000027 0 0.0073244423 -0.0048829615 0 8417461.5 0 0 0 0 0 2.000001 2.000001
11.12851  210038.351 8417058 38100307 198.53477 243273 93743 56792 0 0 -17820 -5703 -15005 147056 -76 -2354 274760.9 581853.63 318913.97 0 518726.01 531981.09 557857 535990.83 533015.61 295033.81 595980.89 343736.15 0 42445 0 2000027 0 0.012207404 -0.0048829615 0 8417065.3 0 0 0 0 0 2.000001 2.000001
11.128982  210041.593 8416734 38100307 198.53018 243267 93846 57298 0 0 -17820 -5703 -15005 147056 -76 -2354 275685 580363.55 318343.26 0 519356.04 531339.9 558919.3 535758.79 531807.76 285789.96 594469.65 342104.23 0 42447 0 2000027 0 0.0073244423 -0.0048829615 0 8416741.6 0 0 0 0 0 2.000001 2.000001
